movie_id,title,Genres
1,Toy Story (1995),Animation|Children's|Comedy
2,GoldenEye (1995),Adventure|Children's|Fantasy
3,Four Rooms (1995),Comedy|Romance
4,Get Shorty (1995),Comedy|Drama
5,Copycat (1995),Comedy
6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Action|Crime|Thriller
7,Twelve Monkeys (1995),Comedy|Romance
8,Babe (1995),Adventure|Children's
9,Dead Man Walking (1995),Action
10,Richard III (1995),Action|Adventure|Thriller
11,Seven (Se7en) (1995),Comedy|Drama|Romance
12,"Usual Suspects, The (1995)",Comedy|Horror
13,Mighty Aphrodite (1995),Animation|Children's
14,"Postino, Il (1994)",Drama
15,Mr. Holland's Opus (1995),Action|Adventure|Romance
16,French Twist (Gazon maudit) (1995),Drama|Thriller
17,From Dusk Till Dawn (1996),Drama|Romance
18,"White Balloon, The (1995)",Thriller
19,Antonia's Line (1995),Comedy
20,Angels and Insects (1995),Action
21,Muppet Treasure Island (1996),Action|Comedy|Drama
22,Braveheart (1995),Crime|Drama|Thriller
23,Taxi Driver (1976),Thriller
24,Rumble in the Bronx (1995),Drama|Sci-Fi
25,"Birdcage, The (1996)",Drama|Romance
26,"Brothers McMullen, The (1995)",Drama
27,Bad Boys (1995),Drama
28,Apollo 13 (1995),Romance
29,Batman Forever (1995),Adventure|Sci-Fi
30,Belle de jour (1967),Drama
31,Crimson Tide (1995),Drama
32,Crumb (1994),Drama|Sci-Fi
33,Desperado (1995),Adventure|Romance
34,"Doom Generation, The (1995)",Children's|Comedy|Drama
35,Free Willy 2: The Adventure Home (1995),Drama|Romance
36,Mad Love (1995),Drama
37,Nadja (1994),Documentary
38,"Net, The (1995)",Comedy
39,Strange Days (1995),Comedy|Romance
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Drama
41,Billy Madison (1995),Drama|War
42,Clerks (1994),Action|Crime|Drama
43,Disclosure (1994),Drama
44,Dolores Claiborne (1994),Action|Adventure
45,Eat Drink Man Woman (1994),Comedy|Drama
46,Exotica (1994),Drama|Romance
47,Ed Wood (1994),Crime|Thriller
48,Hoop Dreams (1994),Animation|Children's|Musical|Romance
49,I.Q. (1994),Drama|Romance
50,Star Wars (1977),Crime|Thriller
51,Legends of the Fall (1994),Action|Drama|Thriller
52,"Madness of King George, The (1994)",Comedy
53,Natural Born Killers (1994),Drama
54,Outbreak (1995),Children's|Comedy
55,"Professional, The (1994)",Drama
56,Pulp Fiction (1994),Adventure|Children's|Fantasy
57,Priest (1994),Drama
58,Quiz Show (1994),Drama|Romance
59,Three Colors: Red (1994),Drama|Mystery
60,Three Colors: Blue (1993),Adventure|Children's|Fantasy
61,Three Colors: White (1994),Drama|Thriller
62,Stargate (1994),Drama
63,"Santa Clause, The (1994)",Comedy
64,"Shawshank Redemption, The (1994)",Comedy|Romance
65,What's Eating Gilbert Grape (1993),Comedy
66,While You Were Sleeping (1995),Sci-Fi|Thriller
67,Ace Ventura: Pet Detective (1994),Drama
68,"Crow, The (1994)",Comedy|Romance
69,Forrest Gump (1994),Comedy
70,Four Weddings and a Funeral (1994),Action|Comedy|Crime|Horror|Thriller
71,"Lion King, The (1994)",Action
72,"Mask, The (1994)",Comedy|Drama
73,Maverick (1994),Drama|Musical
74,Faster Pussycat! Kill! Kill! (1965),Drama|Romance
75,Brother Minister: The Assassination of Malcolm X (1994),Comedy|Drama
76,Carlito's Way (1993),Sci-Fi|Thriller
77,"Firm, The (1993)",Documentary
78,Free Willy (1993),Drama
79,"Fugitive, The (1993)",Drama|Thriller
80,Hot Shots! Part Deux (1993),Drama
81,"Hudsucker Proxy, The (1994)",Crime|Drama|Romance
82,Jurassic Park (1993),Drama
83,Much Ado About Nothing (1993),Drama
84,Robert A. Heinlein's The Puppet Masters (1994),Comedy|Drama
85,"Ref, The (1994)",Drama|Romance
86,"Remains of the Day, The (1993)",Adventure|Drama
87,Searching for Bobby Fischer (1993),Children's|Comedy
88,Sleepless in Seattle (1993),Comedy
89,Blade Runner (1982),Action|Thriller
90,So I Married an Axe Murderer (1993),Drama
92,True Romance (1993),Drama|Thriller
93,Welcome to the Dollhouse (1995),Comedy|Romance
94,Home Alone (1990),Drama
95,Aladdin (1992),Action|Thriller
96,Terminator 2: Judgment Day (1991),Comedy
97,Dances with Wolves (1990),Drama
98,"Silence of the Lambs, The (1991)",Action|Thriller
99,Snow White and the Seven Dwarfs (1937),Documentary
100,Fargo (1996),Drama|Thriller
101,Heavy Metal (1981),Comedy
102,"Aristocats, The (1970)",Comedy
103,All Dogs Go to Heaven 2 (1996),Thriller
104,Theodore Rex (1995),Comedy
105,Sgt. Bilko (1996),Drama|Romance
106,Diabolique (1996),Comedy|Drama
107,Moll Flanders (1996),Adventure|Children's|Comedy|Musical
108,Kids in the Hall: Brain Candy (1996),Documentary
109,Mystery Science Theater 3000: The Movie (1996),Comedy
110,Operation Dumbo Drop (1995),Action|Drama|War
111,"Truth About Cats & Dogs, The (1996)",Drama|Thriller
112,Flipper (1996),Action|Adventure|Crime
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Mystery
114,Wallace & Gromit: The Best of Aardman Animation (1996),Drama
115,"Haunted World of Edward D. Wood Jr., The (1995)",Comedy
116,Cold Comfort Farm (1995),Documentary
117,"Rock, The (1996)",Crime
118,Twister (1996),Comedy|Romance
119,Maya Lin: A Strong Clear Vision (1994),Comedy
120,Striptease (1996),Drama
121,Independence Day (ID4) (1996),Drama
122,"Cable Guy, The (1996)",Comedy|Romance
123,"Frighteners, The (1996)",Drama|Mystery|Romance
124,Lone Star (1996),Drama
125,Phenomenon (1996),Comedy
126,"Spitfire Grill, The (1996)",Adventure|Children's|Fantasy
127,"Godfather, The (1972)",Drama
128,Supercop (1992),Documentary
129,Bound (1996),Comedy|Romance
130,Kansas City (1996),Drama
131,Breakfast at Tiffany's (1961),Drama|Romance
132,"Wizard of Oz, The (1939)",Thriller
133,Gone with the Wind (1939),Comedy|Drama
134,Citizen Kane (1941),Documentary
135,2001: A Space Odyssey (1968),Comedy
136,Mr. Smith Goes to Washington (1939),Documentary
137,Big Night (1996),Documentary
138,D3: The Mighty Ducks (1996),Drama
139,"Love Bug, The (1969)",Action|Drama
140,Homeward Bound: The Incredible Journey (1993),Drama|Romance
141,"20,000 Leagues Under the Sea (1954)",Comedy
142,Bedknobs and Broomsticks (1971),Drama
143,"Sound of Music, The (1965)",Drama
144,Die Hard (1988),Comedy
145,"Lawnmower Man, The (1992)",Action
146,Unhook the Stars (1996),Adventure|Children's
147,"Long Kiss Goodnight, The (1996)",Drama
148,"Ghost and the Darkness, The (1996)",Drama
149,Jude (1996),Crime|Drama|Thriller
150,Swingers (1996),Drama
151,Willy Wonka and the Chocolate Factory (1971),Drama|Romance|War
152,Sleeper (1973),Horror
153,"Fish Called Wanda, A (1988)",Action|Adventure|Comedy|Crime
154,Monty Python's Life of Brian (1979),Drama
155,Dirty Dancing (1987),Drama|War
156,Reservoir Dogs (1992),Comedy
157,Platoon (1986),Comedy|War
158,Weekend at Bernie's (1989),Adventure|Children's
159,Basic Instinct (1992),Drama
160,Glengarry Glen Ross (1992),Action|Adventure|Mystery|Sci-Fi
161,Top Gun (1986),Drama|Thriller|War
162,On Golden Pond (1981),Documentary
163,"Return of the Pink Panther, The (1974)",Action|Romance|Thriller
164,"Abyss, The (1989)",Crime|Film-Noir|Mystery|Thriller
165,Jean de Florette (1986),Action|Thriller
166,Manon of the Spring (Manon des sources) (1986),Comedy|Drama
167,Private Benjamin (1980),Drama
168,Monty Python and the Holy Grail (1974),Action|Adventure|Drama|Romance
169,"Wrong Trousers, The (1993)",Adventure|Children's|Drama
170,Cinema Paradiso (1988),Action|Crime|Thriller
171,Delicatessen (1991),Comedy
172,"Empire Strikes Back, The (1980)",Action|Sci-Fi|Thriller
173,"Princess Bride, The (1987)",Action|Adventure|Sci-Fi
174,Raiders of the Lost Ark (1981),Comedy
175,Brazil (1985),Drama
176,Aliens (1986),Comedy
177,"Good, The Bad and The Ugly, The (1966)",Horror
178,12 Angry Men (1957),Comedy
179,"Clockwork Orange, A (1971)",Drama|Romance
180,Apocalypse Now (1979),Comedy
181,Return of the Jedi (1983),Action|Children's
182,GoodFellas (1990),Drama|Romance
183,Alien (1979),Thriller
184,Army of Darkness (1993),Drama
185,Psycho (1960),Sci-Fi|Thriller
186,"Blues Brothers, The (1980)",Comedy
187,"Godfather: Part II, The (1974)",Comedy
188,Full Metal Jacket (1987),Horror
189,"Grand Day Out, A (1992)",Comedy
190,Henry V (1989),Thriller
191,Amadeus (1984),Drama
192,Raging Bull (1980),Documentary
193,"Right Stuff, The (1983)",Drama
194,"Sting, The (1973)",Drama
195,"Terminator, The (1984)",Comedy|Drama|Romance
196,Dead Poets Society (1989),Horror|Sci-Fi
197,"Graduate, The (1967)",Drama
198,Nikita (La Femme Nikita) (1990),Action|Crime|Sci-Fi
199,"Bridge on the River Kwai, The (1957)",Drama|Musical
200,"Shining, The (1980)",Thriller
201,Evil Dead II (1987),Drama
202,Groundhog Day (1993),Drama|Romance
203,Unforgiven (1992),Comedy
204,Back to the Future (1985),Action
205,Patton (1970),Comedy|Drama
206,Akira (1988),Documentary
207,Cyrano de Bergerac (1990),Drama|Romance
208,Young Frankenstein (1974),Action|Adventure
209,This Is Spinal Tap (1984),Drama
210,Indiana Jones and the Last Crusade (1989),Western
211,M*A*S*H (1970),Drama
212,"Unbearable Lightness of Being, The (1988)",Comedy
213,"Room with a View, A (1986)",Drama
214,Pink Floyd - The Wall (1982),Drama
215,Field of Dreams (1989),Drama|Romance
216,When Harry Met Sally... (1989),Comedy
217,Bram Stoker's Dracula (1992),Drama|Thriller
218,Cape Fear (1991),Comedy|Drama
219,"Nightmare on Elm Street, A (1984)",Drama
220,"Mirror Has Two Faces, The (1996)",Horror
222,Star Trek: First Contact (1996),Drama|Romance
223,Sling Blade (1996),Comedy
224,Ridicule (1996),Comedy|Drama|Romance
225,101 Dalmatians (1996),Drama|Thriller
226,Die Hard 2 (1990),Thriller
227,Star Trek VI: The Undiscovered Country (1991),Action
228,Star Trek: The Wrath of Khan (1982),Comedy
229,Star Trek III: The Search for Spock (1984),Drama|Thriller
230,Star Trek IV: The Voyage Home (1986),Drama|Thriller
231,Batman Returns (1992),Comedy
232,Young Guns (1988),Comedy|Drama
233,Under Siege (1992),Drama
234,Jaws (1975),Comedy
235,Mars Attacks! (1996),Comedy|Drama
236,Citizen Ruth (1996),Comedy|Romance
237,Jerry Maguire (1996),Comedy|Romance
238,Raising Arizona (1987),Adventure|Children's
239,Sneakers (1992),Animation|Children's|Comedy|Romance
240,Beavis and Butt-head Do America (1996),Thriller
241,"Last of the Mohicans, The (1992)",Children's|Drama
242,Kolya (1996),Drama|Musical
243,Jungle2Jungle (1997),Comedy
244,Smilla's Sense of Snow (1997),Animation|Children's
245,"Devil's Own, The (1997)",Crime|Drama
246,Chasing Amy (1997),Documentary
247,Turbo: A Power Rangers Movie (1997),Drama|Fantasy|Romance|Thriller
248,Grosse Pointe Blank (1997),Comedy
249,Austin Powers: International Man of Mystery (1997),Drama|Romance
250,"Fifth Element, The (1997)",Children's|Comedy
251,Shall We Dance? (1996),Action
252,"Lost World: Jurassic Park, The (1997)",Comedy|Romance
253,"Pillow Book, The (1995)",Drama|Horror
254,Batman & Robin (1997),Drama
255,My Best Friend's Wedding (1997),Comedy
256,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Sci-Fi
257,Men in Black (1997),Mystery|Thriller
258,Contact (1997),Adventure|Children's|Comedy|Fantasy|Romance
259,George of the Jungle (1997),Crime|Drama|Thriller
260,Event Horizon (1997),Action|Adventure|Fantasy|Sci-Fi
261,Air Bud (1997),Drama
262,In the Company of Men (1997),Children's|Drama
263,Steel (1997),Drama
264,Mimic (1997),Drama
265,"Hunt for Red October, The (1990)",Drama|Romance
266,Kull the Conqueror (1997),Drama|Romance|War|Western
267,unknown,Comedy
268,Chasing Amy (1997),Drama
269,"Full Monty, The (1997)",Drama
270,Gattaca (1997),Drama|Romance
271,Starship Troopers (1997),Drama
272,Good Will Hunting (1997),Drama
273,Heat (1995),Drama|Horror
274,Sabrina (1995),Comedy
275,Sense and Sensibility (1995),Comedy
276,Leaving Las Vegas (1995),Comedy|Romance
277,Restoration (1995),Drama
278,Bed of Roses (1996),Comedy
279,Once Upon a Time... When We Were Colored (1995),Drama
280,Up Close and Personal (1996),Drama|Thriller
281,"River Wild, The (1994)",Drama
282,"Time to Kill, A (1996)",Drama
283,Emma (1996),Crime|Drama
284,Tin Cup (1996),Action|Crime
285,Secrets & Lies (1996),Drama|Horror
286,"English Patient, The (1996)",Action|Sci-Fi|Thriller
287,Marvin's Room (1996),Comedy|Romance
288,Scream (1996),Action|Thriller
289,Evita (1996),Comedy|Romance
290,Fierce Creatures (1997),Crime|Drama
291,Absolute Power (1997),Thriller
292,Rosewood (1997),Action|Drama|Thriller
293,Donnie Brasco (1997),Crime|Drama|Romance|Thriller
294,Liar Liar (1997),Comedy|Romance
295,Breakdown (1997),Comedy|Romance
296,"Promesse, La (1996)",Crime|Drama
297,Ulee's Gold (1997),Drama
298,Face/Off (1997),Comedy
299,Hoodlum (1997),Drama
300,Air Force One (1997),Drama
301,In & Out (1997),Drama|Romance
302,L.A. Confidential (1997),Drama|Romance
303,Ulee's Gold (1997),Action|Adventure|Western
304,Fly Away Home (1996),Comedy|Drama
305,"Ice Storm, The (1997)",Comedy
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama
307,"Devil's Advocate, The (1997)",Drama
308,FairyTale: A True Story (1997),Drama
309,Deceiver (1997),Drama
310,"Rainmaker, The (1997)",Comedy
311,"Wings of the Dove, The (1997)",Horror|Thriller
312,Midnight in the Garden of Good and Evil (1997),Comedy
313,Titanic (1997),Animation|Children's
314,3 Ninjas: High Noon At Mega Mountain (1998),Drama
315,Apt Pupil (1998),Action
316,As Good As It Gets (1997),Action|Adventure|Sci-Fi
317,In the Name of the Father (1993),Children's|Comedy|Fantasy
318,Schindler's List (1993),Drama
319,Everyone Says I Love You (1996),Thriller
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Film-Noir|Thriller
321,Mother (1996),Drama
322,Murder at 1600 (1997),Comedy|Drama
324,Lost Highway (1997),Comedy
325,Crash (1996),Comedy
326,G.I. Jane (1997),Drama
327,Cop Land (1997),Action|Comedy|Musical|Sci-Fi
328,Conspiracy Theory (1997),Horror
329,Desperate Measures (1998),Action|Adventure|Sci-Fi
330,187 (1997),Comedy|Horror
331,"Edge, The (1997)",Drama
332,Kiss the Girls (1997),Horror|Sci-Fi
333,"Game, The (1997)",Comedy
334,U Turn (1997),Drama
335,How to Be a Player (1997),Mystery|Thriller
336,Playing God (1997),Drama|War
337,"House of Yes, The (1997)",Drama
338,Bean (1997),Sci-Fi|Thriller
339,Mad City (1997),Comedy|Romance
340,Boogie Nights (1997),Adventure|Drama
341,Critical Care (1997),Drama
342,"Man Who Knew Too Little, The (1997)",Comedy|Romance
343,Alien: Resurrection (1997),Children's
344,"Apostle, The (1997)",Comedy
345,Deconstructing Harry (1997),Comedy|Drama
346,Jackie Brown (1997),Drama|Musical
347,Wag the Dog (1997),Drama
348,Desperate Measures (1998),Comedy
349,Hard Rain (1998),Action|Adventure|Thriller
350,Fallen (1998),Drama|Mystery|Thriller
351,"Prophecy II, The (1998)",Comedy|Drama|Romance
352,Spice World (1997),Comedy
353,Deep Rising (1998),Action|Romance|Thriller
354,"Wedding Singer, The (1998)",Drama
355,Sphere (1998),Children's|Comedy
356,"Client, The (1994)",Comedy|Romance|War
357,One Flew Over the Cuckoo's Nest (1975),Comedy|Romance
358,Spawn (1997),Drama
359,"Assignment, The (1997)",Comedy|Drama|Romance
360,Wonderland (1997),Action|Comedy
361,Incognito (1997),Drama|Romance
362,Blues Brothers 2000 (1998),Adventure|Children's|Romance
363,Sudden Death (1995),Documentary
364,Ace Ventura: When Nature Calls (1995),Animation|Children's|Musical
365,Powder (1995),Drama
366,Dangerous Minds (1995),Horror
367,Clueless (1995),Comedy|Crime|Fantasy
368,Bio-Dome (1996),Action|Comedy|Western
369,Black Sheep (1996),Drama
370,Mary Reilly (1996),Comedy
371,"Bridges of Madison County, The (1995)",Comedy|Drama
372,Jeffrey (1995),Comedy|Drama
373,Judge Dredd (1995),Thriller
374,Mighty Morphin Power Rangers: The Movie (1995),Children's|Comedy
375,Showgirls (1995),Drama
376,Houseguest (1994),Action|Thriller
377,Heavyweights (1994),Action|Romance|Thriller
378,Miracle on 34th Street (1994),Comedy|Romance
379,Tales From the Crypt Presents: Demon Knight (1995),Action|Sci-Fi
380,Star Trek: Generations (1994),Action|Adventure|Comedy|Romance
381,Muriel's Wedding (1994),Drama
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",Drama|Horror
383,"Flintstones, The (1994)",Western
384,Naked Gun 33 1/3: The Final Insult (1994),Action
385,True Lies (1994),Drama
386,Addams Family Values (1993),Drama
387,"Age of Innocence, The (1993)",Action|Comedy
388,Beverly Hills Cop III (1994),Drama
389,Black Beauty (1994),Drama|Romance|War
390,Fear of a Black Hat (1993),Action|Comedy|Drama
391,Last Action Hero (1993),Crime|Drama
392,"Man Without a Face, The (1993)",Adventure|Children's
393,Mrs. Doubtfire (1993),Action
394,Radioland Murders (1994),Action
395,Robin Hood: Men in Tights (1993),Drama
396,Serial Mom (1994),Drama
397,Striking Distance (1993),Horror
398,Super Mario Bros. (1993),Documentary
399,"Three Musketeers, The (1993)",Drama
400,"Little Rascals, The (1994)",Drama
401,"Brady Bunch Movie, The (1995)",Action|Thriller
402,Ghost (1990),Comedy
403,Batman (1989),Comedy|Crime|Drama
404,Pinocchio (1940),Documentary
405,Mission: Impossible (1996),Action|Sci-Fi
406,Thinner (1996),Drama
407,Spy Hard (1996),Horror|Thriller
408,"Close Shave, A (1995)",Drama
409,Jack (1996),Drama
410,Kingpin (1996),Comedy
411,"Nutty Professor, The (1996)",Comedy
412,"Very Brady Sequel, A (1996)",Drama
413,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy
414,My Favorite Year (1982),Comedy
415,"Apple Dumpling Gang, The (1975)",Comedy|Thriller
416,Old Yeller (1957),Western
417,"Parent Trap, The (1961)",Comedy|Romance
418,Cinderella (1950),Drama
419,Mary Poppins (1964),Comedy
420,Alice in Wonderland (1951),Action|Comedy
421,William Shakespeare's Romeo and Juliet (1996),Adventure|Children's
422,Aladdin and the King of Thieves (1996),Thriller
423,E.T. the Extra-Terrestrial (1982),Action|Thriller
424,Children of the Corn: The Gathering (1996),Drama
425,Bob Roberts (1992),Drama|Romance
426,"Transformers: The Movie, The (1986)",Horror|Sci-Fi|Thriller
427,To Kill a Mockingbird (1962),Mystery|Romance|Thriller
428,Harold and Maude (1971),Drama
429,"Day the Earth Stood Still, The (1951)",Comedy
430,Duck Soup (1933),Drama
431,Highlander (1986),Crime|Drama
432,Fantasia (1940),Comedy|Western
433,Heathers (1989),Comedy
434,Forbidden Planet (1956),Action|Adventure|Crime
435,Butch Cassidy and the Sundance Kid (1969),Comedy|Sci-Fi
436,"American Werewolf in London, An (1981)",Drama|Thriller
437,Amityville 1992: It's About Time (1992),Comedy
438,Amityville 3-D (1983),Action|Comedy
439,Amityville: A New Generation (1993),Drama
440,Amityville II: The Possession (1982),Comedy|Romance
441,"Amityville Horror, The (1979)",Comedy
442,"Amityville Curse, The (1990)",Action|Sci-Fi
443,"Birds, The (1963)",Documentary
444,"Blob, The (1958)",Comedy|Romance
445,"Body Snatcher, The (1945)",Comedy
446,Burnt Offerings (1976),Drama|Romance
447,Carrie (1976),Comedy|Romance
448,"Omen, The (1976)",Drama
449,Star Trek: The Motion Picture (1979),Comedy
450,Star Trek V: The Final Frontier (1989),Comedy|Drama
451,Grease (1978),Drama|Mystery|Romance
452,Jaws 2 (1978),Drama
453,Jaws 3-D (1983),Comedy
454,Bastard Out of Carolina (1996),Drama|Thriller
455,Jackie Chan's First Strike (1996),Adventure|Children's|Drama
456,Beverly Hills Ninja (1997),Drama
457,Free Willy 3: The Rescue (1997),Action|Thriller
458,Nixon (1995),Drama|Western
459,"Cry, the Beloved Country (1995)",Action
460,"Crossing Guard, The (1995)",Comedy
461,Smoke (1995),Drama|Romance
462,Like Water For Chocolate (Como agua para chocolate) (1992),Action|Adventure
463,"Secret of Roan Inish, The (1994)",Crime|Drama|Thriller
464,Vanya on 42nd Street (1994),Action|Adventure|Crime|Thriller
465,"Jungle Book, The (1994)",Action|Drama|War
466,Red Rock West (1992),Action|Comedy|War
467,"Bronx Tale, A (1993)",Comedy
468,Rudy (1993),Comedy|Romance
469,Short Cuts (1993),Drama|Romance
470,Tombstone (1993),Comedy
471,Courage Under Fire (1996),Comedy|Romance
472,Dragonheart (1996),Comedy|Drama
473,James and the Giant Peach (1996),Comedy|War
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Action|Thriller
475,Trainspotting (1996),Drama
476,"First Wives Club, The (1996)",Comedy|Drama
477,Matilda (1996),Drama
478,"Philadelphia Story, The (1940)",Comedy
479,Vertigo (1958),Action
480,North by Northwest (1959),Action|Adventure|Sci-Fi
481,"Apartment, The (1960)",Drama|Thriller
482,Some Like It Hot (1959),Thriller
483,Casablanca (1942),Drama
484,"Maltese Falcon, The (1941)",Adventure|Children's
485,My Fair Lady (1964),Action|Comedy
486,Sabrina (1954),Comedy
487,Roman Holiday (1953),Comedy|Western
488,Sunset Blvd. (1950),Drama
489,Notorious (1946),Comedy
490,To Catch a Thief (1955),Thriller
491,"Adventures of Robin Hood, The (1938)",Drama
492,East of Eden (1955),Comedy|Mystery
493,"Thin Man, The (1934)",Action|Crime|Drama
494,His Girl Friday (1940),Action|Thriller
495,Around the World in 80 Days (1956),Drama
496,It's a Wonderful Life (1946),Comedy|Drama|Romance
497,Bringing Up Baby (1938),Comedy|Romance
498,"African Queen, The (1951)",Drama|Romance
499,Cat on a Hot Tin Roof (1958),Comedy|Romance
500,Fly Away Home (1996),Comedy
501,Dumbo (1941),Drama
502,Bananas (1971),Action|Children's
503,"Candidate, The (1972)",Drama
504,Bonnie and Clyde (1967),Action|Sci-Fi
505,Dial M for Murder (1954),Comedy
506,Rebel Without a Cause (1955),Drama
507,"Streetcar Named Desire, A (1951)",Action|Drama
508,"People vs. Larry Flynt, The (1996)",Drama
509,My Left Foot (1989),Drama|Romance
510,"Magnificent Seven, The (1954)",Drama
511,Lawrence of Arabia (1962),Action|Drama
512,Wings of Desire (1987),Horror|Sci-Fi
513,"Third Man, The (1949)",Comedy|Mystery|Romance
514,Annie Hall (1977),Comedy
515,"Boot, Das (1981)",Drama
516,Local Hero (1983),Comedy|Drama|War
517,Manhattan (1979),Action|Drama|Mystery
518,Miller's Crossing (1990),Comedy
519,"Treasure of the Sierra Madre, The (1948)",Sci-Fi|Thriller
520,"Great Escape, The (1963)",Comedy
521,"Deer Hunter, The (1978)",Crime|Thriller
522,Down by Law (1986),Action|Drama
523,Cool Hand Luke (1967),Drama
524,"Great Dictator, The (1940)",Drama
525,"Big Sleep, The (1946)",Drama
526,Ben-Hur (1959),Drama
527,Gandhi (1982),Drama|War
528,"Killing Fields, The (1984)",Drama
529,My Life as a Dog (Mitt liv som hund) (1985),Drama
530,"Man Who Would Be King, The (1975)",Drama
531,Shine (1996),Children's|Drama
532,Kama Sutra: A Tale of Love (1996),Comedy|Crime|Horror
533,"Daytrippers, The (1996)",Action
534,Traveller (1997),Drama|Romance
535,Addicted to Love (1997),Drama
536,Ponette (1996),Drama
537,My Own Private Idaho (1991),Comedy|Drama
538,Anastasia (1997),Drama
539,Mouse Hunt (1997),Comedy|Romance
540,Money Train (1995),Thriller
541,Mortal Kombat (1995),Film-Noir|Sci-Fi
542,Pocahontas (1995),Comedy
543,"Misérables, Les (1995)",Comedy|Romance|Thriller
544,Things to Do in Denver when You're Dead (1995),Action
545,Vampire in Brooklyn (1995),Drama
546,Broken Arrow (1996),Action|Adventure|Children's|Sci-Fi
547,"Young Poisoner's Handbook, The (1995)",Action|Adventure|Thriller
548,"NeverEnding Story III, The (1994)",Action
549,Rob Roy (1995),Documentary
550,Die Hard: With a Vengeance (1995),Comedy|Romance
