movie_id,title,Genres
551,Lord of Illusions (1995),Children's|Comedy|Musical
552,Species (1995),Action|Adventure|Comedy
553,"Walk in the Clouds, A (1995)",Western
554,Waterworld (1995),Thriller
555,White Man's Burden (1995),Action|Crime|Romance
556,Wild Bill (1995),Documentary
557,Farinelli: il castrato (1994),Drama
558,Heavenly Creatures (1994),Action|Adventure|Animation|Children's|Fantasy
559,Interview with the Vampire (1994),Comedy
560,"Kid in King Arthur's Court, A (1995)",Drama
561,Mary Shelley's Frankenstein (1994),Thriller
562,"Quick and the Dead, The (1995)",Comedy|Drama
563,Stephen King's The Langoliers (1995),Drama
564,Tales from the Hood (1995),Comedy
565,Village of the Damned (1995),Horror
566,Clear and Present Danger (1994),Comedy|Romance
567,Wes Craven's New Nightmare (1994),Drama
568,Speed (1994),Comedy|Drama
569,Wolf (1994),Children's|Comedy
570,Wyatt Earp (1994),Comedy|Drama
571,Another Stakeout (1993),Drama
572,Blown Away (1994),Drama
573,Body Snatchers (1993),Drama
574,Boxing Helena (1993),Comedy|Drama
575,City Slickers II: The Legend of Curly's Gold (1994),Children's|Comedy
576,Cliffhanger (1993),Comedy
577,Coneheads (1993),Adventure|Children's
578,Demolition Man (1993),Drama|Mystery
579,Fatal Instinct (1993),Thriller
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Drama
581,Kalifornia (1993),Documentary
582,"Piano, The (1993)",Comedy
583,Romeo Is Bleeding (1993),Comedy|Drama
584,"Secret Garden, The (1993)",Drama
585,Son in Law (1993),Comedy
586,Terminal Velocity (1994),Children's|Comedy
587,"Hour of the Pig, The (1993)",Comedy|Romance|Thriller
588,Beauty and the Beast (1991),Animation|Children's|Comedy|Musical
589,"Wild Bunch, The (1969)",Action|Sci-Fi|Thriller
590,Hellraiser: Bloodline (1996),Adventure|Drama|Western
591,Primal Fear (1996),Action|Drama|Thriller
592,True Crime (1995),Action|Adventure|Crime|Drama
593,Stalingrad (1993),Drama|Thriller
594,Heavy (1995),Animation|Children's|Musical
595,"Fan, The (1996)",Animation|Children's|Musical
596,"Hunchback of Notre Dame, The (1996)",Animation|Children's
597,Eraser (1996),Comedy|Romance
598,"Big Squeeze, The (1996)",Comedy
599,Police Story 4: Project S (Chao ji ji hua) (1993),Western
600,Daniel Defoe's Robinson Crusoe (1996),Thriller
601,For Whom the Bell Tolls (1943),Drama
602,"American in Paris, An (1951)",Documentary
603,Rear Window (1954),Comedy
604,It Happened One Night (1934),Documentary
605,Meet Me in St. Louis (1944),Drama|Romance
606,All About Eve (1950),Horror
607,Rebecca (1940),Drama
608,Spellbound (1945),Crime|Drama|Thriller
609,Father of the Bride (1950),Adventure|Children's
610,Gigi (1958),Action|Adventure|Animation|Horror|Sci-Fi
611,Laura (1944),Action|Horror|Sci-Fi
612,Lost Horizon (1937),Comedy
613,My Man Godfrey (1936),Drama|Romance
614,Giant (1956),Drama|Thriller
615,"39 Steps, The (1935)",Drama
616,Night of the Living Dead (1968),Animation|Children's
617,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
618,Picnic (1955),Comedy|Romance
619,Extreme Measures (1996),Comedy
620,"Chamber, The (1996)",Drama
621,"Davy Crockett, King of the Wild Frontier (1955)",Drama
623,Angels in the Outfield (1994),Romance
624,"Three Caballeros, The (1945)",Action|Drama|Thriller
625,"Sword in the Stone, The (1963)",Drama
626,So Dear to My Heart (1949),Comedy
627,Robin Hood: Prince of Thieves (1991),Drama|Thriller
628,Sleepers (1996),Drama|Thriller
629,Victor/Victoria (1982),Drama
630,"Great Race, The (1965)",Drama|Romance
631,"Crying Game, The (1992)",Animation|Children's|Musical
632,Sophie's Choice (1982),War
633,"Christmas Carol, A (1938)",Comedy
634,Microcosmos: Le peuple de l'herbe (1996),Comedy
635,"Fog, The (1980)",Comedy|Drama
636,Escape from New York (1981),Drama
637,"Howling, The (1981)",Comedy
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Romance
639,"Tin Drum, The (Blechtrommel, Die) (1979)",Comedy
640,"Cook the Thief His Wife & Her Lover, The (1989)",Drama|Thriller
641,Paths of Glory (1957),Comedy
642,"Grifters, The (1990)",Drama
643,The Innocent (1994),Comedy
644,"Thin Blue Line, The (1988)",Comedy
645,Paris Is Burning (1990),Drama
647,Ran (1985),Drama|War
648,"Quiet Man, The (1952)",Action|Adventure|Mystery
649,Once Upon a Time in America (1984),Comedy|Drama
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
651,Glory (1989),Comedy
652,Rosencrantz and Guildenstern Are Dead (1990),Mystery
653,Touch of Evil (1958),Action|Adventure|Fantasy
654,Chinatown (1974),Drama|Romance
655,Stand by Me (1986),Comedy
656,M (1931),Comedy
657,"Manchurian Candidate, The (1962)",Comedy|Drama
658,Pump Up the Volume (1990),Drama
659,Arsenic and Old Lace (1944),Crime|Thriller
660,Fried Green Tomatoes (1991),Drama
661,High Noon (1952),Animation|Children's|Musical
662,Somewhere in Time (1980),Thriller
663,Being There (1979),Comedy
664,"Paris, Texas (1984)",Comedy
665,Alien 3 (1992),War
666,Blood For Dracula (Andy Warhol's Dracula) (1974),Drama
667,Audrey Rose (1977),Action
668,Blood Beach (1981),Drama
669,Body Parts (1991),Drama
670,Body Snatchers (1993),Drama
671,Bride of Frankenstein (1935),Comedy|Sci-Fi
672,Candyman (1992),Drama
673,Cape Fear (1962),Adventure|Animation|Children's|Comedy|Fantasy
674,Cat People (1982),Adventure|Sci-Fi
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Action|Drama|Thriller
676,"Crucible, The (1996)",Drama
678,Volcano (1997),Drama|Thriller
679,Conan the Barbarian (1981),Drama
680,Kull the Conqueror (1997),Sci-Fi
681,Wishmaster (1997),Crime
682,I Know What You Did Last Summer (1997),Documentary|Drama
683,Rocket Man (1997),Documentary
684,In the Line of Fire (1993),Drama
685,Executive Decision (1996),Drama
687,McHale's Navy (1997),Drama|Romance
688,Leave It to Beaver (1997),Action|Adventure|Comedy|War
690,Seven Years in Tibet (1997),Romance
691,Dark City (1998),Comedy|Romance
692,"American President, The (1995)",Action|Sci-Fi|Thriller
693,Casino (1995),Drama
694,Persuasion (1995),Action
695,Kicking and Screaming (1995),Mystery|Thriller
696,City Hall (1996),Thriller
697,"Basketball Diaries, The (1995)",Drama|Romance
698,"Browning Version, The (1994)",Drama
699,Little Women (1994),Drama
700,Miami Rhapsody (1995),Comedy
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",Drama
702,Barcelona (1994),Drama
703,Widows' Peak (1994),Drama
704,"House of the Spirits, The (1993)",Action|Adventure
705,Singin' in the Rain (1952),Comedy
706,Bad Moon (1996),Drama
707,Enchanted April (1991),Crime|Film-Noir|Thriller
708,"Sex, Lies, and Videotape (1989)",Comedy|Romance
709,Strictly Ballroom (1992),Animation|Children's
710,Better Off Dead... (1985),Comedy
711,"Substance of Fire, The (1996)",Adventure|Children's
712,Tin Men (1987),Drama
713,Othello (1995),Drama
714,Carrington (1995),Western
715,To Die For (1995),Drama
716,Home for the Holidays (1995),Crime
717,"Juror, The (1996)",Comedy
718,In the Bleak Midwinter (1995),Comedy|Sci-Fi
719,Canadian Bacon (1994),Comedy
720,First Knight (1995),Animation
721,Mallrats (1995),Drama
722,Nine Months (1995),Documentary
723,Boys on the Side (1995),Drama
724,Circle of Friends (1995),Drama|Horror
725,Exit to Eden (1994),Comedy
726,Fluke (1995),Drama
727,Immortal Beloved (1994),Documentary
728,Junior (1994),Comedy
729,Nell (1994),Drama
730,"Queen Margot (Reine Margot, La) (1994)",Drama
731,"Corrina, Corrina (1994)",Mystery|Thriller
732,Dave (1993),Crime
733,Go Fish (1994),Action|Adventure|Thriller
734,Made in America (1993),Comedy
735,Philadelphia (1993),Comedy|Horror
736,Shadowlands (1993),Action|Adventure|Romance|Thriller
737,Sirens (1994),Action|Sci-Fi
738,Threesome (1994),Drama
739,Pretty Woman (1990),Comedy
741,"Last Supper, The (1995)",Animation|Sci-Fi
742,Ransom (1996),Horror|Thriller
743,"Crow: City of Angels, The (1996)",Comedy
744,Michael Collins (1996),Drama
745,"Ruling Class, The (1972)",Animation|Comedy|Thriller
746,Real Genius (1985),Film-Noir
747,Benny & Joon (1993),Comedy
748,"Saint, The (1997)",Action|Sci-Fi|Thriller
749,"MatchMaker, The (1997)",Drama
750,Amistad (1997),Sci-Fi|War
751,Tomorrow Never Dies (1997),Comedy
752,"Replacement Killers, The (1998)",Comedy|Romance
753,Burnt By the Sun (1994),Comedy|Drama
754,Red Corner (1997),Adventure|Children's
755,Jumanji (1995),Children's|Drama
756,Father of the Bride Part II (1995),Documentary
757,Across the Sea of Time (1995),Drama
758,Lawnmower Man 2: Beyond Cyberspace (1996),Drama
759,Fair Game (1995),Documentary
760,Screamers (1995),War
761,Nick of Time (1995),Adventure
762,Beautiful Girls (1996),Comedy|Crime
763,Happy Gilmore (1996),Drama
764,If Lucy Fell (1996),Drama|Romance
765,Boomerang (1992),Comedy|Drama
766,Man of the Year (1995),Drama
767,"Addiction, The (1995)",Drama
768,Casper (1995),Drama
769,Congo (1995),Documentary
770,Devil in a Blue Dress (1995),Drama
771,Johnny Mnemonic (1995),Comedy|Drama
772,Kids (1995),Comedy
773,Mute Witness (1994),Drama
774,"Prophecy, The (1995)",Drama
775,Something to Talk About (1995),Horror
776,Three Wishes (1995),Comedy|Drama
777,Castle Freak (1995),War
778,Don Juan DeMarco (1995),Drama
779,Drop Zone (1994),Drama|Romance
780,Dumb & Dumber (1994),Action|Sci-Fi|War
781,French Kiss (1995),Drama
782,Little Odessa (1994),Thriller
783,Milk Money (1994),Animation|Children's|Musical
784,Beyond Bedlam (1993),Comedy
785,Only You (1994),Comedy
786,"Perez Family, The (1995)",Action|Thriller
787,Roommates (1995),Documentary
788,Relative Fear (1994),Comedy|Fantasy|Romance|Sci-Fi
789,Swimming with Sharks (1995),Drama
790,Tommy Boy (1995),Drama
791,"Baby-Sitters Club, The (1995)",Documentary
792,Bullets Over Broadway (1994),Fantasy
793,Crooklyn (1994),Drama
794,It Could Happen to You (1994),Comedy|Drama
795,Richie Rich (1994),Drama
796,Speechless (1994),Drama
797,Timecop (1994),Comedy
798,Bad Company (1995),Action|Adventure|Thriller
799,Boys Life (1995),Comedy|Horror
800,In the Mouth of Madness (1995),Drama|Mystery
801,"Air Up There, The (1994)",Children's|Comedy
802,Hard Target (1993),Drama|Romance
803,Heaven & Earth (1993),Romance
804,Jimmy Hollywood (1994),Comedy|Romance
805,Manhattan Murder Mystery (1993),Drama
806,Menace II Society (1993),Drama
807,Poetic Justice (1993),Comedy|Romance
808,"Program, The (1993)",Adventure|Children's
809,Rising Sun (1993),Action|Adventure
810,"Shadow, The (1994)",Children's|Comedy|Fantasy
811,Thirty-Two Short Films About Glenn Gould (1993),Comedy
812,Andre (1994),Drama
813,"Celluloid Closet, The (1995)",Comedy
814,"Great Day in Harlem, A (1994)",Drama
815,One Fine Day (1996),Action|Mystery|Thriller
816,Candyman: Farewell to the Flesh (1995),Drama
818,Girl 6 (1996),Comedy
819,Eddie (1996),Comedy|Drama
820,Space Jam (1996),Drama
821,Mrs. Winterbourne (1996),Romance
822,Faces (1968),Drama
823,Mulholland Falls (1996),Drama
824,"Great White Hype, The (1996)",Drama
825,"Arrival, The (1996)",Comedy|Romance
826,"Phantom, The (1996)",Drama
827,Daylight (1996),Drama
828,Alaska (1996),Adventure|Children's
829,Fled (1996),Comedy|Musical
830,Power 98 (1995),Comedy
831,Escape from L.A. (1996),Drama
832,Bogus (1996),Drama|Thriller
833,Bulletproof (1996),Comedy
834,Halloween: The Curse of Michael Myers (1995),Comedy
835,"Gay Divorcee, The (1934)",Drama
836,Ninotchka (1939),Action|Adventure|Thriller
837,Meet John Doe (1941),Children's|Comedy
838,In the Line of Duty 2 (1987),Comedy|Drama|Romance
839,Loch Ness (1995),Action|Thriller
840,Last Man Standing (1996),Comedy
841,"Glimmer Man, The (1996)",Horror
842,Pollyanna (1960),Horror
843,"Shaggy Dog, The (1959)",Drama
844,Freeway (1996),Drama
845,That Thing You Do! (1996),Drama
846,To Gillian on Her 37th Birthday (1996),Drama
847,Looking for Richard (1996),Comedy|Drama
848,"Murder, My Sweet (1944)",Drama
849,Days of Thunder (1990),Action|Adventure|Sci-Fi|Thriller
850,"Perfect Candidate, A (1996)",Crime|Drama
851,Two or Three Things I Know About Her (1966),Drama
852,"Bloody Child, The (1996)",Comedy|Romance
853,Braindead (1992),Drama
854,Bad Taste (1987),Drama
855,Diva (1981),Drama
856,Night on Earth (1991),Comedy
857,Paris Was a Woman (1995),Drama
858,Amityville: Dollhouse (1996),Action|Crime|Drama
859,April Fool's Day (1986),Documentary
860,"Believers, The (1987)",Comedy
861,Nosferatu a Venezia (1986),Action|Thriller
862,Jingle All the Way (1996),Drama
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Comedy
864,My Fellow Americans (1996),Comedy|Drama
865,"Ice Storm, The (1997)",Drama
866,Michael (1996),Crime|Drama|Romance|Thriller
867,"Whole Wide World, The (1996)",Comedy|Crime
868,Hearts and Minds (1996),Comedy
869,Fools Rush In (1997),Crime
870,Touch (1997),Comedy
871,Vegas Vacation (1997),Comedy
872,Love Jones (1997),Drama
873,Picture Perfect (1997),Drama
874,Career Girls (1997),Crime|Drama
875,She's So Lovely (1997),Drama
876,Money Talks (1997),Action
877,Excess Baggage (1997),Drama
878,That Darn Cat! (1997),Drama
879,"Peacemaker, The (1997)",Horror
880,Soul Food (1997),Sci-Fi|Thriller
881,Money Talks (1997),Children's|Comedy
882,Washington Square (1997),Drama|Thriller
884,Year of the Horse (1997),Drama
885,Phantoms (1998),Children's|Drama|Fantasy
886,"Life Less Ordinary, A (1997)",Action
887,Eve's Bayou (1997),Drama
888,One Night Stand (1997),Animation|Children's
889,"Tango Lesson, The (1997)",Romance
890,Mortal Kombat: Annihilation (1997),Thriller
891,Bent (1997),Horror|Thriller
892,Flubber (1997),Comedy|Drama|Romance
893,For Richer or Poorer (1997),Drama
894,Home Alone 3 (1997),Romance
895,Scream 2 (1997),Drama
896,"Sweet Hereafter, The (1997)",Drama
897,Time Tracers (1995),Adventure|War
898,"Postman, The (1997)",Comedy|Romance
899,"Winter Guest, The (1997)",Musical|Romance
900,Kundun (1997),Musical|Romance
901,Mr. Magoo (1997),Comedy|Musical
902,"Big Lebowski, The (1998)",Drama|Romance
903,Afterglow (1997),Mystery|Thriller
904,Ma vie en rose (My Life in Pink) (1997),Mystery|Thriller
905,Great Expectations (1998),Comedy
906,Oscar & Lucinda (1997),Mystery|Thriller
907,Vermin (1998),Comedy|Musical|Romance
908,Half Baked (1998),Drama|Thriller
909,Dangerous Beauty (1998),Comedy|Drama
910,Nil By Mouth (1997),Comedy|Crime
911,Twilight (1998),Comedy|Mystery|Romance|Thriller
912,U.S. Marshalls (1998),Drama|Romance|War
913,Love and Death on Long Island (1997),Film-Noir|Mystery
914,Wild Things (1998),Musical|Romance
915,Primary Colors (1998),Comedy|Romance
916,Lost in Space (1998),Comedy|Romance
917,Mercury Rising (1998),Children's|Drama
918,City of Angels (1998),Musical
919,"City of Lost Children, The (1995)",Adventure|Children's|Drama|Musical
920,Two Bits (1995),Drama|Romance|War
921,Farewell My Concubine (1993),Comedy
922,Dead Man (1995),Film-Noir
923,Raise the Red Lantern (1991),Drama
924,White Squall (1996),Drama|Mystery|Sci-Fi|Thriller
925,Unforgettable (1996),Adventure|Romance
926,Down Periscope (1996),Drama
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",Comedy
928,"Craft, The (1996)",Romance|Thriller
929,Harriet the Spy (1996),Thriller
930,Chain Reaction (1996),Film-Noir|Romance|Thriller
931,"Island of Dr. Moreau, The (1996)",Mystery|Romance|Thriller
932,First Kid (1996),Romance
933,"Funeral, The (1996)",Comedy|Romance|Thriller
934,"Preacher's Wife, The (1996)",Comedy
935,Paradise Road (1997),Comedy|Musical
936,Brassed Off (1996),Comedy|Romance
937,"Thousand Acres, A (1997)",Comedy|Romance
938,"Smile Like Yours, A (1997)",Musical
939,Murder in the First (1995),Comedy|Drama
940,Airheads (1994),Action|Adventure
941,With Honors (1994),Adventure
942,What's Love Got to Do with It (1993),Crime|Film-Noir|Mystery
943,Killing Zoe (1994),Drama|Romance
944,Renaissance Man (1994),Drama
945,Charade (1963),Comedy|Musical|Romance
946,"Fox and the Hound, The (1981)",Comedy|Drama|War
947,"Big Blue, The (Grand bleu, Le) (1988)",Comedy
948,Booty Call (1997),Drama
949,How to Make an American Quilt (1995),Drama
950,Georgia (1995),Mystery
951,"Indian in the Cupboard, The (1995)",Comedy
952,Blue in the Face (1995),Adventure|Comedy
953,Unstrung Heroes (1995),Drama
954,Unzipped (1995),Drama
955,Before Sunrise (1995),Comedy
956,Nobody's Fool (1994),Drama|Romance
957,Pushing Hands (1992),Drama
958,To Live (Huozhe) (1994),Comedy|Mystery
959,Dazed and Confused (1993),Drama
960,Naked (1993),Crime|Drama
961,Orlando (1993),Drama
962,Ruby in Paradise (1993),Crime|Drama
963,Some Folks Call It a Sling Blade (1993),Musical
964,"Month by the Lake, A (1995)",Western
965,Funny Face (1957),Thriller
966,"Affair to Remember, An (1957)",Drama
967,Little Lord Fauntleroy (1936),Western
968,"Inspector General, The (1949)",Horror|Sci-Fi
969,Winnie the Pooh and the Blustery Day (1968),Action|Adventure|Romance|War
970,Hear My Song (1991),Comedy|Drama
971,Mediterraneo (1991),Drama
972,Passion Fish (1992),Drama
973,Grateful Dead (1995),Drama
974,Eye for an Eye (1996),Drama|Romance
975,Fear (1996),Comedy|Musical
976,Solo (1996),Romance|War
977,"Substitute, The (1996)",Mystery
978,Heaven's Prisoners (1996),Drama
979,"Trigger Effect, The (1996)",Drama|War
980,Mother Night (1996),Action
981,Dangerous Ground (1997),Drama
982,Maximum Risk (1996),Drama
983,"Rich Man's Wife, The (1996)",Romance
984,Shadow Conspiracy (1997),Comedy|Drama
985,Blood & Wine (1997),Documentary
986,Turbulence (1997),Adventure|Children's
987,Underworld (1997),Drama|Romance
988,"Beautician and the Beast, The (1997)",Comedy|Drama
989,Cats Don't Dance (1997),Drama
990,Anna Karenina (1997),Action|Adventure|Thriller
991,Keys to Tulsa (1997),Drama|War
992,Head Above Water (1996),Thriller
993,Hercules (1997),Drama
994,"Last Time I Committed Suicide, The (1997)",Drama
996,"Big Green, The (1995)",Action|Drama|Western
997,Stuart Saves His Family (1995),Drama|Thriller
998,Cabin Boy (1994),Action|Crime
999,Clean Slate (1994),Crime
1000,Lightning Jack (1994),Crime
1001,"Stupids, The (1996)",Comedy
1002,"Pest, The (1997)",Comedy
1003,That Darn Cat! (1997),Drama|Thriller
1004,Geronimo: An American Legend (1993),Action|Thriller
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",Children's|Comedy
1006,Until the End of the World (Bis ans Ende der Welt) (1991),Drama
1007,Waiting for Guffman (1996),Children's|Comedy|Western
1008,I Shot Andy Warhol (1996),Western
1009,Stealing Beauty (1996),Adventure|Children's|Fantasy
1010,Basquiat (1996),Children's|Comedy
1011,2 Days in the Valley (1996),Adventure|Children's|Comedy
1012,Private Parts (1997),Children's|Drama
1013,Anaconda (1997),Children's|Drama
1014,Romy and Michele's High School Reunion (1997),Children's|Comedy|Drama
1015,Shiloh (1997),Adventure|Children's
1016,Con Air (1997),Children's|Comedy
1017,Trees Lounge (1996),Adventure|Children's
1018,Tie Me Up! Tie Me Down! (1990),Children's|Comedy|Mystery
1019,"Die xue shuang xiong (Killer, The) (1989)",Adventure|Children's|Fantasy|Sci-Fi
1020,Gaslight (1944),Comedy
1021,8 1/2 (1963),Children's|Comedy
1022,"Fast, Cheap & Out of Control (1997)",Animation|Children's|Musical
1023,Fathers' Day (1997),Animation|Children's
1024,Mrs. Dalloway (1997),Animation|Children's|Musical
1025,Fire Down Below (1997),Animation|Children's
1026,"Lay of the Land, The (1997)",Children's|Drama
1027,"Shooter, The (1995)",Drama
1028,Grumpier Old Men (1995),Children's|Comedy|Musical
1029,Jury Duty (1995),Animation|Children's|Musical
1030,"Beverly Hillbillies, The (1993)",Adventure|Animation|Children's|Musical
1031,Lassie (1994),Adventure|Children's|Musical
1032,Little Big League (1994),Animation|Children's|Musical
1033,Homeward Bound II: Lost in San Francisco (1996),Animation|Children's
1034,"Quest, The (1996)",Crime
1035,Cool Runnings (1993),Musical
1036,Drop Dead Fred (1991),Action|Thriller
1037,Grease 2 (1982),Action|Sci-Fi|Thriller
1038,Switchback (1997),Drama
1039,Hamlet (1996),Documentary
1040,Two if by Sea (1996),Drama
1041,Forget Paris (1995),Drama
1042,Just Cause (1995),Comedy
1043,Rent-a-Kid (1995),Drama|Romance
1044,"Paper, The (1994)",Drama
1045,Fearless (1993),Comedy|Drama
1046,Malice (1993),Drama|Romance
1047,Multiplicity (1996),Action|Thriller
1049,House Arrest (1996),Action|Adventure
1050,"Ghost and Mrs. Muir, The (1947)",Documentary|Drama
1051,"Associate, The (1996)",Drama
1052,Dracula: Dead and Loving It (1995),Drama
1053,Now and Then (1995),Crime|Drama
1054,Mr. Wrong (1996),Drama
1055,"Simple Twist of Fate, A (1994)",Thriller
1056,Cronos (1992),Drama
1057,"Pallbearer, The (1996)",Comedy|Musical|Romance
1058,"War, The (1994)",Drama
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Drama|Romance
1060,"Adventures of Pinocchio, The (1996)",Comedy|Drama
1061,"Evening Star, The (1996)",Crime|Drama
1062,Four Days in September (1997),Drama
1063,"Little Princess, A (1995)",Drama
1064,Crossfire (1947),Animation|Children's|Comedy
1065,Koyaanisqatsi (1983),Mystery
1066,Balto (1995),Comedy|Musical|Romance
1067,Bottle Rocket (1996),Comedy|Musical|Romance
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",Crime|Film-Noir
1069,Amateur (1994),Film-Noir|Thriller
1070,Living in Oblivion (1995),Adventure
1071,Party Girl (1995),Romance|War
1073,Shallow Grave (1994),Adventure|Children's|Comedy|Fantasy
1075,"Man of No Importance, A (1994)",Comedy
1076,"Pagemaster, The (1994)",Thriller
1077,Love and a .45 (1994),Comedy|Sci-Fi
1078,Oliver & Company (1988),Comedy|War
1079,Joe's Apartment (1996),Comedy
1080,Celestial Clockwork (1994),Comedy
1081,Curdled (1996),Comedy|Musical
1082,Female Perversions (1996),Drama
1083,Albino Alligator (1996),Comedy|Musical
1084,Anne Frank Remembered (1995),Crime|Drama
1085,Carried Away (1996),Adventure|Drama
1086,It's My Party (1995),Mystery|Thriller
1087,Bloodsport 2 (1995),Musical
1088,Double Team (1997),Musical|Romance
1089,Speed 2: Cruise Control (1997),Crime|Thriller
1090,Sliver (1993),Drama|War
1091,Pete's Dragon (1977),Comedy
1092,Dear God (1996),Mystery|Thriller
1093,Live Nude Girls (1995),Drama|Musical
1094,"Thin Line Between Love and Hate, A (1996)",Drama|Romance|War
1095,High School High (1996),Drama
1096,Commandments (1997),Drama
1097,"Hate (Haine, La) (1995)",Children's|Drama|Fantasy|Sci-Fi
1098,Flirting With Disaster (1996),Comedy
1099,"Red Firecracker, Green Firecracker (1994)",Drama
1100,What Happened Was... (1994),Action|Romance
1101,Six Degrees of Separation (1993),Action|Romance
1102,Two Much (1996),Action
1103,Trust (1990),Drama
1104,C'est arrivé près de chez vous (1992),Drama
1105,Firestorm (1998),Horror
1106,"Newton Boys, The (1998)",Documentary
1107,Beyond Rangoon (1995),Comedy
1108,Feast of July (1995),Documentary
1109,Death and the Maiden (1994),Drama
1110,Tank Girl (1995),Action
1111,Double Happiness (1994),Documentary
1112,Cobb (1994),Action|Drama
1113,Mrs. Parker and the Vicious Circle (1994),Comedy
1114,Faithful (1996),Drama
1115,Twelfth Night (1996),Comedy|Drama
1116,"Mark of Zorro, The (1940)",Drama
1117,Surviving Picasso (1996),Drama
1118,Up in Smoke (1978),Adventure|Western
